文件名,参考文本,标准化参考,标准化识别,参考字数,识别字数,错误字数,字错率,音频时长(秒),处理时间(秒),识别速度(字/秒),实时率(RTF),原始结果
BAC009S0003W0213.wav,但 依然 有 多 个 部门 未 公布,但依然有多个部门未公布,但依然有多个部门未公布,11,11,0,0,4.344,0.08677125,126.7700999,0.019974965,<|zh|><|NEUTRAL|><|Speech|><|withitn|>但依然有多个部门未公布。
BAC009S0003W0214.wav,曾 康华 今年 是 三公 经费 公开 第 一年,曾康华今年是三公经费公开第一年,曾康华今年市三公经费公开第一年,15,15,1,0.066666667,5.3620625,0.093751192,159.9979655,0.017484166,<|zh|><|NEUTRAL|><|Speech|><|withitn|>曾康华今年市三公经费公开第一年。
BAC009S0003W0215.wav,已经 有 近 事 个 部门 公布 了,已经有近事个部门公布了,已经有近个部门公布了,11,10,1,0.090909091,4.579,0.078600883,127.2250331,0.017165513,<|zh|><|NEUTRAL|><|Speech|><|withitn|>已经有近10个部门公布了。
BAC009S0003W0216.wav,这 应该 说 是一 个 很大 的 进步,这应该说是一个很大的进步,这应该说是一个很大的进步,12,12,0,0,4.5240625,0.08003211,149.9398175,0.017690319,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这应该说是一个很大的进步。
BAC009S0003W0217.wav,距今 尚未 公布 的 部门,距今尚未公布的部门,距今尚未公布的部门,9,9,0,0,3.7169375,0.081790447,110.0373003,0.022004795,<|zh|><|NEUTRAL|><|Speech|><|withitn|>距今尚未公布的部门。
BAC009S0003W0218.wav,也 可能 存在 部门 过于 谨慎 的 情况,也可能存在部门过于谨慎的情况,也可能存在部门过于谨慎的情况,14,14,0,0,4.859,0.082701445,169.2836209,0.01702026,<|zh|><|NEUTRAL|><|Speech|><|withitn|>也可能存在部门过于谨慎的情况。
BAC009S0003W0219.wav,因为 此前 公布 的 一些 数据,因为此前公布的一些数据,因为此前公布的一些数据,11,11,0,0,4.0300625,0.078065395,140.9075039,0.019370765,<|zh|><|NEUTRAL|><|Speech|><|withitn|>因为此前公布的一些数据。
BAC009S0003W0220.wav,引起 公众 关注 的 同时,引起公众关注的同时,引起公众关注的同时,9,9,0,0,3.9969375,0.091571569,98.28378016,0.022910433,<|zh|><|NEUTRAL|><|Speech|><|withitn|>引起公众关注的同时。
BAC009S0003W0221.wav,对此 项 工作 的 重视 方面,对此项工作的重视方面,对此项工作的重视方面,10,10,0,0,4.0190625,0.078916311,126.7165158,0.019635502,<|zh|><|NEUTRAL|><|Speech|><|withitn|>对此项工作的重视方面。
BAC009S0003W0222.wav,可能 也需 要 一 个 认识 过程,可能也需要一个认识过程,可能也需要一个认识过程,11,11,0,0,4.053125,0.077282667,142.3346321,0.019067428,<|zh|><|NEUTRAL|><|Speech|><|withitn|>可能也需要一个认识过程。
BAC009S0003W0223.wav,需 结合 单位 性质 来 衡量,需结合单位性质来衡量,需结合单位性质来衡量,10,10,0,0,3.7839375,0.075754881,132.0046957,0.020020119,<|zh|><|NEUTRAL|><|Speech|><|withitn|>需结合单位性质来衡量。
BAC009S0003W0224.wav,新京 报 从 现有 公开 数据 看,新京报从现有公开数据看,新京报从现有公开数据看,11,11,0,0,4.198,0.079464197,138.4271206,0.018929061,<|zh|><|NEUTRAL|><|Speech|><|withitn|>新京报从现有公开数据看。
BAC009S0003W0225.wav,曾 康华 看 部门 公开 的 绝对 数字,曾康华看部门公开的绝对数字,曾康华看部门公开的绝对数字,13,13,0,0,4.6910625,0.078169346,166.3056005,0.016663463,<|zh|><|NEUTRAL|><|Speech|><|withitn|>曾康华看部门公开的绝对数字。
BAC009S0003W0226.wav,因为 每个 部门 职能 人员 都 不 一 样,因为每个部门职能人员都不一样,因为每个部门职能人员都不一样,14,14,0,0,4.5450625,0.077556849,180.5127499,0.017063978,<|zh|><|NEUTRAL|><|Speech|><|withitn|>因为每个部门职能人员都不一样。
BAC009S0003W0227.wav,我们 不 能 拿 一 个 几十 人 的 单位 和一 个 几千 人 的 单位,我们不能拿一个几十人的单位和一个几千人的单位,我们不能拿一个几十人的单位和一个几千人的单位,22,22,0,0,7.881,0.09711647,226.5321209,0.012322861,<|zh|><|NEUTRAL|><|Speech|><|withitn|>我们不能拿一个。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>几十人的单位和一个几千人的单位。
BAC009S0003W0228.wav,做 纯粹 数字 上 的 对比,做纯粹数字上的对比,做纯粹数字上的对比,9,9,0,0,3.4930625,0.075515747,119.1804405,0.021618779,<|zh|><|NEUTRAL|><|Speech|><|withitn|>做纯粹数字上的对比。
BAC009S0003W0229.wav,之 前 国税 系统 公布 的 三公 经费,之前国税系统公布的三公经费,之前国税系统公布的三公经费,13,13,0,0,4.848,0.078886271,164.794202,0.01627192,<|zh|><|NEUTRAL|><|Speech|><|withitn|>之前国税系统公布的三公经费。
BAC009S0003W0230.wav,他们 实行 的 是 垂直 系统 的 管理,他们实行的是垂直系统的管理,他们实行的是垂直系统的管理,13,13,0,0,4.803,0.07831645,165.9932234,0.016305736,<|zh|><|NEUTRAL|><|Speech|><|withitn|>他们实行的是垂直系统的管理。
BAC009S0003W0231.wav,从 上 到 下 这么 大 个 系统,从上到下这么大个系统,从上到下这么大个系统,10,10,0,0,3.84,0.075668097,132.1560929,0.019705233,<|zh|><|NEUTRAL|><|Speech|><|withitn|>从上到下这么大个系统。
BAC009S0003W0232.wav,一些 小 部门 几千万 元 的 三公 经费,一些小部门几千万元的三公经费,一些小部门几千万元的三公经费,14,14,0,0,4.7020625,0.090146303,155.3030963,0.019171651,<|zh|><|NEUTRAL|><|Speech|><|withitn|>一些小部门几千万元的三公经费。
BAC009S0003W0233.wav,平均 下来 可能 更多 一些,平均下来可能更多一些,平均下来可能更多一些,10,10,0,0,3.796,0.078082085,128.0703511,0.020569569,<|zh|><|NEUTRAL|><|Speech|><|withitn|>平均下来可能更多一些。
BAC009S0003W0234.wav,比如 住 建 部 二十万 元 的 接待 费,比如住建部二十万元的接待费,比如住建部万元的接待费,13,11,2,0.153846154,4.568125,0.077532053,141.8768055,0.016972402,<|zh|><|NEUTRAL|><|Speech|><|withitn|>比如，住建部20万元的接待费。
BAC009S0003W0235.wav,很多 网友 认为 不 可能,很多网友认为不可能,很多网友认为不可能,9,9,0,0,3.392,0.073607683,122.2698448,0.021700378,<|zh|><|NEUTRAL|><|Speech|><|withitn|>很多网友认为不可能。
BAC009S0003W0236.wav,可能 有 多方 面的 原因,可能有多方面的原因,可能有多方面的原因,9,9,0,0,3.538,0.074120045,121.4246434,0.020949702,<|zh|><|NEUTRAL|><|Speech|><|withitn|>可能有多方面的原因。
BAC009S0003W0237.wav,这次 公布 的 是 财政 支出 中 的 三公 经费,这次公布的是财政支出中的三公经费,这次公布的是财政支出中的三公经费,16,16,0,0,5.631,0.082141399,194.7860655,0.014587356,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这次公布的是财政支出中的三公经费。
BAC009S0003W0238.wav,但 很多 部门 非 财政 拨款 其实 是 很大 一 笔 收入,但很多部门非财政拨款其实是很大一笔收入,但很多部门非财政拨款其实是很大一笔收入,19,19,0,0,6.494,0.084476948,224.913429,0.013008461,<|zh|><|NEUTRAL|><|Speech|><|withitn|>但很多部门非财政拨款其实是很大一笔收入。
BAC009S0003W0239.wav,这里 面 可能 涵盖 了 很多 三公 经费,这里面可能涵盖了很多三公经费,这里面可能涵盖了很多三公经费,14,14,0,0,5.0820625,0.087030649,160.8628699,0.017125065,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这里面可能涵盖了很多三公经费。
BAC009S0003W0240.wav,权力 部门 在 转嫁 三公 经费 方面 会 比较 多,权力部门在转嫁三公经费方面会比较多,权力部门在转嫁三公经费方面会比较多,17,17,0,0,5.844,0.082217932,206.7675462,0.014068777,<|zh|><|NEUTRAL|><|Speech|><|withitn|>权力部门在转嫁三公经费方面会比较多。
BAC009S0003W0241.wav,特别 是 向 所 管辖 的 企业 和 下级 单位 转嫁,特别是向所管辖的企业和下级单位转嫁,特别是向所管辖的企业和下级单位转嫁,17,17,0,0,6.0790625,0.090775013,187.2762057,0.014932403,<|zh|><|NEUTRAL|><|Speech|><|withitn|>特别是向所管辖的企业和下级单位转嫁。
BAC009S0003W0242.wav,这样 的 情况 大量 存在,这样的情况大量存在,这样的情况大量存在,9,9,0,0,3.2798125,0.073107719,123.1060149,0.022290213,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这样的情况大量存在。
BAC009S0003W0243.wav,真正 意义 的 三公 经费,真正意义的三公经费,真正意义的三公经费,9,9,0,0,3.202125,0.0724473,124.2282322,0.022624757,<|zh|><|NEUTRAL|><|Speech|><|withitn|>真正意义的三公经费。
BAC009S0003W0244.wav,可能 公布 的 数字 就 大大 低估 了 真实 的 情况,可能公布的数字就大大低估了真实的情况,可能公布的数字就大大低估了真实的情况,18,18,0,0,6.0229375,0.086546421,207.9808706,0.01436947,<|zh|><|NEUTRAL|><|Speech|><|withitn|>可能公布的数字就大大低估了真实的情况。
BAC009S0003W0245.wav,新京 报 这些 数字 并 不 能真 实 反映 三公 消费,新京报这些数字并不能真实反映三公消费,新京报这些数字并不能真实反映三公消费,18,18,0,0,6.2360625,0.088206768,204.0659736,0.014144625,<|zh|><|NEUTRAL|><|Speech|><|withitn|>新京报这些数字并不能真实反映三公消费。
BAC009S0003W0246.wav,这 只是 公布 的 很 笼统 的 一 个 数据,这只是公布的很笼统的一个数据,这只是公布的很笼统的一个数据,14,14,0,0,4.9711875,0.081386566,172.018561,0.016371655,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这只是公布的很笼统的一个数据。
BAC009S0003W0247.wav,不 可 避免 在 统计 过程 中,不可避免在统计过程中,不可避免在统计过程中,10,10,0,0,3.9079375,0.075825453,131.8818369,0.019402934,<|zh|><|NEUTRAL|><|Speech|><|withitn|>不可避免在统计过程中。
BAC009S0003W0248.wav,也 必然 存在 一些 误差,也必然存在一些误差,也必然存在一些误差,9,9,0,0,3.682875,0.075397015,119.3681215,0.020472325,<|zh|><|NEUTRAL|><|Speech|><|withitn|>也必然存在一些误差。
BAC009S0003W0250.wav,有 时候 比 全国 的 数字 要 大 出 一两万 亿,有时候比全国的数字要大出一两万亿,有时候比全国的数字要大出一两万亿,16,16,0,0,6.561,0.092259645,173.4236016,0.014061827,<|zh|><|NEUTRAL|><|Speech|><|withitn|>有时候比全国的数字要大出。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>一两万亿。
BAC009S0003W0251.wav,新京 报 三公 公开 也有 受到 表扬 的 单位,新京报三公公开也有受到表扬的单位,新京报三公公开也有受到表扬的单位,16,16,0,0,5.396,0.08016181,199.5962917,0.014855784,<|zh|><|NEUTRAL|><|Speech|><|withitn|>新京报三公公开也有受到表扬的单位。
BAC009S0003W0252.wav,这 其实 跟 自身 职责 有 关,这其实跟自身职责有关,这其实跟自身职责有关,10,10,0,0,4.1320625,0.076042414,131.5055574,0.018403016,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这其实跟自身职责有关。
BAC009S0003W0254.wav,欧司朗 光电 半导 体,欧司朗光电半导体,欧司朗光电半导体,8,8,0,0,3.6379375,0.084129333,95.09168405,0.023125558,<|zh|><|NEUTRAL|><|Speech|><|withitn|>欧司朗光电半导体。
BAC009S0003W0255.wav,苹果 公司 的 中国 代工,苹果公司的中国代工,苹果公司的中国代工,9,9,0,0,3.504125,0.074393034,120.9790691,0.021230131,<|zh|><|NEUTRAL|><|Speech|><|withitn|>苹果公司的中国代工。
BAC009S0003W0256.wav,毫米,毫米,毫米,2,2,0,0,1.489,0.067839146,29.48150335,0.045560205,<|zh|><|NEUTRAL|><|Speech|><|withitn|>毫米。
BAC009S0003W0257.wav,台湾 爱美 科,台湾爱美科,台湾爱美柯,5,5,1,0.2,2.6640625,0.072726727,68.75051633,0.027299182,<|zh|><|NEUTRAL|><|Speech|><|withitn|>台湾爱美柯。
BAC009S0003W0258.wav,售价 两千 元 约合 三百二十三 美元,售价两千元约合三百二十三美元,售价元约合美元,14,7,7,0.5,5.027125,0.083297014,84.03662561,0.016569513,<|zh|><|NEUTRAL|><|Speech|><|withitn|>售价2000元，约合323美元。
BAC009S0003W0259.wav,所有 会议 均 在 嘉里 大酒 店 举行,所有会议均在嘉里大酒店举行,所有会议均在嘉里大酒店举行,13,13,0,0,5.239,0.088091612,147.5736421,0.016814585,<|zh|><|NEUTRAL|><|Speech|><|withitn|>所有会议均在嘉里大酒店举行。
BAC009S0003W0260.wav,所有 会议 将 以英 文 或 普通 话 进行,所有会议将以英文或普通话进行,所有会议将以英文或普通话进行,14,14,0,0,5.24,0.080286026,174.3765472,0.015321761,<|zh|><|NEUTRAL|><|Speech|><|withitn|>所有会议将以英文或普通话进行。
,,,,,,,,,,,,
总字符数,6884,,,,,,,,,,,
总错误字数,376,,,,,,,,,,,
整体字错率,0.0546,,,,,,,,,,,
总识别字数,6641,,,,,,,,,,,
总处理时间(秒),41.92,,,,,,,,,,,
总音频时长(秒),2453.3,,,,,,,,,,,
平均识别速度(字/秒),158.43,,,,,,,,,,,
平均实时率(RTF),0.0171,,,,,,,,,,,
处理速度(倍速),58.53,,,,,,,,,,,
测试样本数,500,,,,,,,,,,,
